#ステージ横幅、縦幅
20,11
#プレイヤー開始位置
18,9,1
#お宝位置
1,7
#召喚可能なモンスター
1,0,1
#初期SP
6
#マップ情報
5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5,5,6,0,0,7,8,9,0,0,0,0,0,0,0,0,0,0,0,4
5,5,6,0,0,4,5,6,0,0,0,8,8,8,8,8,8,0,0,4
5,5,6,0,0,4,5,5,9,0,0,0,0,0,0,0,0,0,7,5
5,5,6,0,0,1,2,2,5,9,0,0,0,0,0,0,0,0,4,5
5,2,3,0,0,0,0,0,1,3,0,0,0,0,0,0,8,8,5,5
6,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,4
5,8,8,8,8,9,0,7,8,8,8,8,8,5,5,9,0,0,0,4
5,5,5,5,5,6,0,4,5,5,5,5,5,5,5,5,9,0,0,4
5,5,5,5,5,6,0,4,5,5,5,5,5,5,5,5,5,8,8,5
#モンスターの出現情報
1,1,2,7,0
