#ステージ横幅、縦幅
13,13
#プレイヤー開始位置
3,11,0
#お宝位置
9,1
#召喚可能なモンスター
1,0
#初期SP
7
#マップ情報
0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0
0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0
0, 0, 6, 0, 0, 7, 8, 8, 8, 8, 5, 0, 0
0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 5, 9, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 6, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0
0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 5, 9, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 6, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0
0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0
0, 0, 5, 8, 8, 8, 5, 0, 0, 0, 0, 0, 0
